suspect_id,first_name,last_name,gender,age,national_id,known_addresses,criminal_record_summary,biometric_data,behavior_patterns
SUSP-00543,Jane,Doe,Female,40,NID001542,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 59.12, ""nose_width"": 39.3}, ""fingerprint_hash"": ""fp_239439""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00544,Chris,Smith,Male,36,NID001543,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 67.99, ""nose_width"": 43.33}, ""fingerprint_hash"": ""fp_634241""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00545,Jane,Smith,Male,48,NID001544,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 68.98, ""nose_width"": 43.71}, ""fingerprint_hash"": ""fp_844931""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00546,John,Smith,Female,20,NID001545,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 63.64, ""nose_width"": 42.92}, ""fingerprint_hash"": ""fp_379535""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00547,Chris,Doe,Male,45,NID001546,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 66.46, ""nose_width"": 37.69}, ""fingerprint_hash"": ""fp_811404""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00548,John,Doe,Female,20,NID001547,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 55.5, ""nose_width"": 37.2}, ""fingerprint_hash"": ""fp_515804""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00549,Alex,Lee,Male,31,NID001548,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 55.34, ""nose_width"": 30.22}, ""fingerprint_hash"": ""fp_772893""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00550,Chris,Garcia,Male,35,NID001549,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 57.47, ""nose_width"": 39.73}, ""fingerprint_hash"": ""fp_391960""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00551,Alex,Garcia,Male,44,NID001550,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 67.15, ""nose_width"": 41.08}, ""fingerprint_hash"": ""fp_603199""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00552,Jane,Lee,Male,27,NID001551,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 64.0, ""nose_width"": 43.33}, ""fingerprint_hash"": ""fp_899599""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00553,Jane,Lee,Male,32,NID001552,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 55.07, ""nose_width"": 31.57}, ""fingerprint_hash"": ""fp_158286""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00554,Pat,Smith,Male,36,NID001553,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.81, ""nose_width"": 40.29}, ""fingerprint_hash"": ""fp_112875""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00555,Jane,Lee,Male,26,NID001554,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 63.37, ""nose_width"": 32.25}, ""fingerprint_hash"": ""fp_786711""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00556,Alex,Doe,Female,21,NID001555,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.43, ""nose_width"": 38.17}, ""fingerprint_hash"": ""fp_207252""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00557,Jane,Brown,Female,32,NID001556,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 64.56, ""nose_width"": 39.28}, ""fingerprint_hash"": ""fp_681507""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00558,Chris,Doe,Female,25,NID001557,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 57.12, ""nose_width"": 35.66}, ""fingerprint_hash"": ""fp_811074""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00559,Jane,Lee,Male,18,NID001558,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 61.52, ""nose_width"": 44.03}, ""fingerprint_hash"": ""fp_748492""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00560,Pat,Garcia,Male,24,NID001559,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 59.09, ""nose_width"": 44.25}, ""fingerprint_hash"": ""fp_344810""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00561,Jane,Doe,Female,48,NID001560,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 60.08, ""nose_width"": 42.1}, ""fingerprint_hash"": ""fp_213164""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00562,Alex,Garcia,Female,35,NID001561,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 68.12, ""nose_width"": 40.34}, ""fingerprint_hash"": ""fp_836880""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00563,Alex,Doe,Male,29,NID001562,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 63.38, ""nose_width"": 42.34}, ""fingerprint_hash"": ""fp_396336""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00564,Jane,Garcia,Female,47,NID001563,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 64.36, ""nose_width"": 32.52}, ""fingerprint_hash"": ""fp_311374""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00565,Alex,Doe,Female,50,NID001564,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 61.94, ""nose_width"": 36.93}, ""fingerprint_hash"": ""fp_542965""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00566,Alex,Garcia,Female,24,NID001565,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 65.55, ""nose_width"": 37.51}, ""fingerprint_hash"": ""fp_403528""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00567,Pat,Brown,Female,45,NID001566,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.31, ""nose_width"": 38.98}, ""fingerprint_hash"": ""fp_457419""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00568,Chris,Smith,Male,20,NID001567,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.69, ""nose_width"": 37.98}, ""fingerprint_hash"": ""fp_648279""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00569,Pat,Doe,Female,23,NID001568,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 62.23, ""nose_width"": 38.63}, ""fingerprint_hash"": ""fp_973294""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00570,John,Brown,Female,48,NID001569,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 67.05, ""nose_width"": 40.79}, ""fingerprint_hash"": ""fp_453918""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00571,Pat,Smith,Female,55,NID001570,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 56.3, ""nose_width"": 44.86}, ""fingerprint_hash"": ""fp_835060""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00572,Jane,Doe,Female,32,NID001571,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 63.8, ""nose_width"": 39.89}, ""fingerprint_hash"": ""fp_959244""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00573,Chris,Brown,Male,24,NID001572,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 55.34, ""nose_width"": 30.38}, ""fingerprint_hash"": ""fp_612465""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00574,Jane,Brown,Female,47,NID001573,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 61.67, ""nose_width"": 30.83}, ""fingerprint_hash"": ""fp_523675""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00575,John,Brown,Female,44,NID001574,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 59.45, ""nose_width"": 44.8}, ""fingerprint_hash"": ""fp_305598""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00576,Chris,Lee,Female,34,NID001575,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 56.12, ""nose_width"": 35.19}, ""fingerprint_hash"": ""fp_288450""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00577,Alex,Garcia,Female,35,NID001576,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 63.56, ""nose_width"": 30.54}, ""fingerprint_hash"": ""fp_951311""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00578,Pat,Smith,Female,39,NID001577,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 60.98, ""nose_width"": 38.52}, ""fingerprint_hash"": ""fp_336917""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00579,Jane,Garcia,Male,43,NID001578,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.25, ""nose_width"": 34.11}, ""fingerprint_hash"": ""fp_682777""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00580,John,Garcia,Female,44,NID001579,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 58.01, ""nose_width"": 34.49}, ""fingerprint_hash"": ""fp_194596""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00581,Alex,Garcia,Female,57,NID001580,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 66.1, ""nose_width"": 30.51}, ""fingerprint_hash"": ""fp_104731""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00582,Pat,Brown,Male,41,NID001581,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 69.37, ""nose_width"": 42.5}, ""fingerprint_hash"": ""fp_852087""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00583,Alex,Garcia,Female,25,NID001582,"Nyarugenge, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 65.35, ""nose_width"": 33.26}, ""fingerprint_hash"": ""fp_276688""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00584,Pat,Lee,Male,38,NID001583,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 69.01, ""nose_width"": 34.75}, ""fingerprint_hash"": ""fp_370593""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00585,Chris,Doe,Female,46,NID001584,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 56.55, ""nose_width"": 36.82}, ""fingerprint_hash"": ""fp_420373""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00586,Alex,Brown,Male,38,NID001585,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 58.24, ""nose_width"": 32.89}, ""fingerprint_hash"": ""fp_201159""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00587,Alex,Smith,Male,20,NID001586,"Nyarugenge, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 62.06, ""nose_width"": 38.78}, ""fingerprint_hash"": ""fp_689206""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-00588,Alex,Doe,Female,48,NID001587,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 66.92, ""nose_width"": 38.85}, ""fingerprint_hash"": ""fp_598461""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00589,Chris,Doe,Male,44,NID001588,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 58.14, ""nose_width"": 30.48}, ""fingerprint_hash"": ""fp_719226""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00590,John,Doe,Female,44,NID001589,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 58.67, ""nose_width"": 37.0}, ""fingerprint_hash"": ""fp_691895""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00591,Pat,Garcia,Male,26,NID001590,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 61.28, ""nose_width"": 39.1}, ""fingerprint_hash"": ""fp_795707""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00592,Alex,Garcia,Male,50,NID001591,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 55.6, ""nose_width"": 32.46}, ""fingerprint_hash"": ""fp_181396""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00593,Chris,Brown,Female,50,NID001592,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 67.68, ""nose_width"": 32.32}, ""fingerprint_hash"": ""fp_660382""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00594,John,Garcia,Male,43,NID001593,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 56.44, ""nose_width"": 35.26}, ""fingerprint_hash"": ""fp_111623""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00595,Pat,Garcia,Female,45,NID001594,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 68.6, ""nose_width"": 41.73}, ""fingerprint_hash"": ""fp_862227""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00596,Chris,Garcia,Male,48,NID001595,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 57.45, ""nose_width"": 30.31}, ""fingerprint_hash"": ""fp_106866""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00597,Pat,Brown,Male,18,NID001596,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 64.46, ""nose_width"": 36.93}, ""fingerprint_hash"": ""fp_765921""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00598,Alex,Brown,Female,37,NID001597,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 58.28, ""nose_width"": 43.29}, ""fingerprint_hash"": ""fp_488647""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00599,John,Lee,Female,29,NID001598,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 56.39, ""nose_width"": 36.15}, ""fingerprint_hash"": ""fp_486205""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00600,Chris,Lee,Male,34,NID001599,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 67.81, ""nose_width"": 33.71}, ""fingerprint_hash"": ""fp_252609""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00601,John,Lee,Female,32,NID001600,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 62.7, ""nose_width"": 41.39}, ""fingerprint_hash"": ""fp_805409""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00602,Alex,Lee,Female,51,NID001601,"Rubavu, Western",Repeat offender,"{""facial_features"": {""eye_distance"": 55.98, ""nose_width"": 30.36}, ""fingerprint_hash"": ""fp_906295""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00603,John,Doe,Male,33,NID001602,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 64.04, ""nose_width"": 42.77}, ""fingerprint_hash"": ""fp_811252""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00604,John,Doe,Male,21,NID001603,"Musanze, Northern",First time offense,"{""facial_features"": {""eye_distance"": 57.14, ""nose_width"": 44.48}, ""fingerprint_hash"": ""fp_356480""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-00605,Jane,Lee,Female,25,NID001604,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 58.12, ""nose_width"": 31.95}, ""fingerprint_hash"": ""fp_763155""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-00606,John,Lee,Male,51,NID001605,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 66.3, ""nose_width"": 35.08}, ""fingerprint_hash"": ""fp_218432""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-00607,Pat,Smith,Female,42,NID001606,"Nyarugenge, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 67.05, ""nose_width"": 41.45}, ""fingerprint_hash"": ""fp_395971""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-00608,Chris,Doe,Female,32,NID001607,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 61.76, ""nose_width"": 39.27}, ""fingerprint_hash"": ""fp_782272""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
